date,open,high,low,close,volume
1996-01-01 00:00:00+05:30,5.0788403936720865,5.097981653909489,5.016312016789758,5.085220813751221,10242229
1996-01-02 00:00:00+05:30,5.078838439776733,5.097979692650247,4.978027147691665,4.990787982940674,16954313
1996-01-03 00:00:00+05:30,4.990788219023437,5.1043603517298965,4.978027383170793,4.992064476013184,13514114
1996-01-04 00:00:00+05:30,4.91294644713331,4.91294644713331,4.7215326282821914,4.833828926086426,34785820
1996-01-05 00:00:00+05:30,4.775129101671627,4.798098257964838,4.689630726471266,4.73812198638916,30138033
1996-01-08 00:00:00+05:30,4.708772936487423,4.721533339452779,4.519911602909312,4.560746192932129,36752157
1996-01-09 00:00:00+05:30,4.4663167782836375,4.577336872462743,4.4663167782836375,4.539053916931152,36964108
1996-01-10 00:00:00+05:30,4.539052641334991,4.625826853741908,4.466315523128567,4.514807224273682,35923053
1996-01-11 00:00:00+05:30,4.517358915444457,4.64369188533236,4.50204599896246,4.62072229385376,27719296
1996-01-12 00:00:00+05:30,4.620722065653394,4.693459173995277,4.574782451453771,4.602856636047363,31593194
1996-01-15 00:00:00+05:30,4.5747820854607095,4.6283783699909735,4.554365010630188,4.564573764801025,13352034
1996-01-16 00:00:00+05:30,4.564574149238678,4.593924157385071,4.519911225301921,4.5556416511535645,19465667
1996-01-17 00:00:00+05:30,4.5173593286246465,4.550538112140887,4.376989686419011,4.401235103607178,25512510
1996-01-18 00:00:00+05:30,4.33998228722344,4.3706085545392845,4.2366193394881995,4.308080196380615,31930712
1996-01-19 00:00:00+05:30,4.255760943373253,4.323393901725877,4.236619687296145,4.271074295043945,20078367
1996-01-22 00:00:00+05:30,4.313185643234769,4.355296498169936,4.268522273718866,4.315737724304199,15288982
1996-01-23 00:00:00+05:30,4.281283238145577,4.333602413595261,4.0834889495324855,4.144741058349609,16752158
1996-01-24 00:00:00+05:30,4.144741435120625,4.693460551025678,4.019685125232472,4.088593482971191,20708877
1996-01-25 00:00:00+05:30,4.083488998645971,4.097526093953968,3.9750214413350404,4.000543117523193,15920383
1996-01-26 00:00:00+05:30,4.000543117523193,4.000543117523193,4.000543117523193,4.000543117523193,0
1996-01-29 00:00:00+05:30,3.957155888324203,4.211097685852361,3.957155888324203,4.183023929595947,32353724
1996-01-30 00:00:00+05:30,4.262141442898028,4.338706902169798,4.134532633119255,4.218754768371582,32019768
1996-01-31 00:00:00+05:30,4.236619836333288,4.415272433026843,4.204717741749179,4.260865688323975,34765337
